case_id,merchant_name,mcc_category,archetype,merchant_tenure_days,avg_daily_txn_30d,volume_spike_ratio,refund_rate_30d,chargeback_rate_90d,kyc_completeness_score,bank_account_changed_flag,days_since_bank_change,customer_complaint_count_30d,device_ip_diversity_score,night_txn_ratio,is_festive_period,prior_flags_count,prior_flags_confirmed_fraud,avg_ticket_size,ticket_size_change_ratio,label_is_fraud,risk_score,decision_tier,naive_freeze
CASE00140,Hernandez Inc,beauty_cosmetics,organic_growth,596,201.7,1.15,0.068,0.0048,0.93,0,563,0,0.36,0.01,0,1,0,711.0,1.11,0,0.022788545,auto_clear,0
CASE00141,Riggs PLC,fashion_apparel,card_testing_mule,51,125.4,7.53,0.016,0.0784,0.69,0,470,1,0.98,0.3,0,0,0,73.0,0.53,1,0.9941071,escalate,1
CASE00142,Gibson Ltd,home_decor,festive_spike,542,146.8,4.65,0.087,0.0076,1.0,0,202,0,0.14,0.03,1,0,0,954.0,0.87,0,0.04963157,auto_clear,1
CASE00143,"Lee, Horton and Snyder",handicrafts_d2c,festive_spike,588,176.3,3.95,0.068,0.0017,0.86,0,592,1,0.27,0.05,1,0,0,1220.0,0.92,1,0.74119633,escalate,1
CASE00144,Hernandez Ltd,beauty_cosmetics,card_testing_mule,24,154.9,2.96,0.054,0.0752,0.63,0,472,0,0.71,0.09,0,1,1,213.0,0.49,1,0.900446,escalate,1
CASE00145,Stafford Inc,handicrafts_d2c,festive_spike,524,58.6,4.2,0.132,0.0028,0.97,0,425,0,0.34,0.06,1,0,0,629.0,0.94,0,0.2502701,agent_review,1
CASE00146,Robinson-Brock,saas_subscription,account_takeover,439,21.1,2.0,0.056,0.0231,0.95,1,0,10,0.73,0.26,0,0,0,1277.0,0.93,1,0.95144445,escalate,1
CASE00147,"Holmes, Williams and Wright",travel_hospitality,card_testing_mule,17,219.9,3.54,0.027,0.0651,0.6,0,605,0,1.0,0.21,0,0,1,211.0,0.46,1,0.9719377,escalate,1
CASE00148,Bryant Group,travel_hospitality,organic_growth,419,15.9,1.09,0.05,0.0033,0.97,0,891,0,0.5,0.03,0,0,0,525.0,1.01,0,0.038862236,auto_clear,0
CASE00149,"Schmidt, Hansen and Stewart",home_decor,account_takeover,135,277.6,1.98,0.054,0.0228,0.74,1,1,4,0.65,0.32,0,0,0,443.0,0.93,1,0.93284225,escalate,1
CASE00150,Salazar-Ball,food_delivery,festive_spike,581,122.8,5.44,0.079,0.0086,0.92,0,594,0,0.36,0.09,1,0,0,506.0,1.07,1,0.6677638,agent_review,1
CASE00151,"Simmons, Meadows and Griffin",fashion_apparel,account_takeover,235,24.8,2.63,0.006,0.0183,1.0,1,1,5,0.65,0.28,0,0,0,687.0,0.94,1,0.83716327,escalate,1
CASE00152,Manning Group,home_decor,bank_account_update,792,175.7,0.73,0.031,0.0,0.8,1,4,0,0.21,0.03,0,0,0,772.0,0.81,0,0.08381557,auto_clear,1
CASE00153,Green-Wright,education,bank_account_update,430,90.4,1.16,0.071,0.0035,0.96,1,5,0,0.13,0.03,0,1,0,672.0,0.93,0,0.011834481,auto_clear,1
CASE00154,"Ramirez, Strickland and Washington",beauty_cosmetics,festive_spike,509,88.4,4.32,0.116,0.0021,0.93,0,582,1,0.4,0.14,1,0,0,716.0,0.97,1,0.5058463,agent_review,1
CASE00155,Hill Inc,electronics,card_testing_mule,36,136.9,3.01,0.037,0.0545,0.61,0,610,0,0.69,0.16,0,0,1,107.0,0.61,1,0.9165106,escalate,1
CASE00156,"Mitchell, Nelson and Flores",fashion_apparel,organic_growth,400,49.0,1.02,0.006,0.0008,0.97,0,274,0,0.36,0.08,0,0,0,604.0,0.88,0,0.023543729,auto_clear,0
CASE00157,"Miller, Hernandez and Reyes",handicrafts_d2c,festive_spike,1055,194.1,4.13,0.049,0.0011,1.0,0,261,0,0.18,0.01,1,0,0,377.0,1.06,0,0.050119672,auto_clear,1
CASE00158,Mccarthy Inc,beauty_cosmetics,festive_spike,669,106.1,3.03,0.081,0.0,0.89,0,701,0,0.44,0.2,1,0,0,272.0,0.78,0,0.044139724,auto_clear,1
CASE00159,Russell-Daniels,beauty_cosmetics,card_testing_mule,63,120.8,5.31,0.056,0.0861,0.8,0,335,0,0.74,0.22,0,1,0,313.0,0.52,0,0.22732638,agent_review,1
CASE00160,Brown-Wall,education,festive_spike,1756,95.5,5.3,0.06,0.002,0.87,0,583,0,0.43,0.15,1,0,0,618.0,0.98,0,0.059676275,auto_clear,1
CASE00161,Stein-Silva,handicrafts_d2c,festive_spike,491,222.0,4.08,0.056,0.0063,0.94,0,493,0,0.33,0.07,1,0,0,253.0,0.92,1,0.43145895,agent_review,1
CASE00162,"Smith, Gilmore and Johnston",grocery,organic_growth,400,156.1,1.12,0.06,0.0013,0.97,0,330,0,0.39,0.09,0,0,0,1372.0,0.97,0,0.025294537,auto_clear,0
CASE00163,Smith-Bell,handicrafts_d2c,festive_spike,680,130.3,5.29,0.085,0.0089,0.93,0,550,1,0.16,0.0,1,0,0,414.0,0.94,0,0.1647892,auto_clear,1
CASE00164,Castaneda-Ashley,grocery,organic_growth,400,251.9,1.13,0.026,0.0048,0.95,0,214,0,0.16,0.03,0,0,0,734.0,0.94,0,0.02626833,auto_clear,0
CASE00165,Medina-Navarro,home_decor,account_takeover,629,171.9,1.85,0.052,0.0191,0.92,1,3,5,0.65,0.33,0,0,0,470.0,0.99,0,0.4334828,agent_review,1
CASE00166,"Hurst, Freeman and Nelson",education,account_takeover,843,70.9,2.33,0.031,0.0197,1.0,1,1,1,0.76,0.37,0,1,0,1020.0,1.08,1,0.1002518,auto_clear,1
CASE00167,Johnson-Rogers,grocery,account_takeover,624,81.4,1.43,0.024,0.0135,0.99,1,0,2,0.82,0.31,0,0,0,400.0,1.04,0,0.21900207,agent_review,1
CASE00168,"Yates, Ramsey and Pittman",home_decor,festive_spike,485,138.3,3.19,0.101,0.0061,0.88,0,779,0,0.31,0.18,1,0,0,107.0,0.96,0,0.07811516,auto_clear,1
CASE00169,Hooper PLC,travel_hospitality,organic_growth,1014,147.4,1.21,0.013,0.0015,0.95,0,821,0,0.19,0.03,0,0,0,1001.0,1.11,0,0.008930853,auto_clear,0
CASE00170,Meadows PLC,beauty_cosmetics,festive_spike,180,192.3,2.76,0.128,0.0144,0.88,0,827,0,0.26,0.04,1,1,0,1129.0,1.06,0,0.13645102,auto_clear,1
CASE00171,"Alvarado, Miller and Patterson",home_decor,organic_growth,528,5.0,1.14,0.082,0.0058,0.95,0,287,0,0.41,0.06,0,0,0,920.0,1.06,0,0.031722344,auto_clear,0
CASE00172,White-Green,travel_hospitality,card_testing_mule,4,316.3,2.64,0.026,0.0335,0.48,0,719,2,0.78,0.22,0,2,0,173.0,0.62,1,0.91720134,escalate,1
CASE00173,Lewis-Murphy,education,festive_spike,291,9.8,4.56,0.076,0.0,0.88,0,369,0,0.33,0.14,1,0,0,440.0,1.09,1,0.2779699,agent_review,1
CASE00174,Ramirez-Bean,education,organic_growth,400,143.7,1.32,0.048,0.0016,0.92,0,565,0,0.2,0.15,0,1,0,615.0,0.96,0,0.029964447,auto_clear,0
CASE00175,King-Miller,fashion_apparel,account_takeover,195,124.5,1.49,0.035,0.0287,1.0,1,1,2,0.35,0.4,0,0,0,800.0,1.03,1,0.83610797,escalate,1
CASE00176,Curry Inc,saas_subscription,festive_spike,180,77.0,5.4,0.121,0.0055,0.95,0,220,0,0.35,0.11,1,0,0,1535.0,0.88,1,0.6932423,agent_review,1
CASE00177,Walker-Jones,electronics,bank_account_update,341,187.3,0.95,0.03,0.0028,0.95,1,0,0,0.35,0.07,0,0,0,836.0,0.85,0,0.18553591,auto_clear,1
CASE00178,"Williams, Johnson and Wright",grocery,festive_spike,535,84.2,5.9,0.045,0.0068,0.91,0,653,0,0.14,0.05,1,0,0,1509.0,1.09,0,0.20560332,agent_review,1
CASE00179,Howell and Sons,education,card_testing_mule,4,163.3,5.0,0.034,0.0444,0.85,0,275,0,0.77,0.26,0,1,0,89.0,0.27,1,0.970502,escalate,1
CASE00180,Wells Inc,handicrafts_d2c,card_testing_mule,39,164.8,6.74,0.037,0.0153,0.68,0,489,1,0.6,0.31,0,1,0,55.0,0.47,1,0.99824226,escalate,1
CASE00181,"Gould, Marshall and Scott",home_decor,festive_spike,180,140.0,5.03,0.102,0.0009,0.95,0,249,0,0.3,0.15,1,0,0,493.0,0.98,1,0.50870293,agent_review,1
CASE00182,Jackson-Lawson,handicrafts_d2c,bank_account_update,300,142.9,0.96,0.062,0.0025,0.92,1,4,0,0.54,0.04,0,0,0,500.0,1.18,0,0.09801213,auto_clear,1
CASE00183,"Higgins, Strickland and Martin",beauty_cosmetics,account_takeover,403,133.8,3.06,0.027,0.037,0.82,1,3,3,0.38,0.38,0,2,0,412.0,1.03,1,0.96230155,escalate,1
CASE00184,Rodriguez-Johnson,travel_hospitality,bank_account_update,337,196.3,1.05,0.042,0.0088,0.9,1,3,0,0.19,0.1,0,0,0,830.0,1.1,0,0.046993475,auto_clear,1
CASE00185,Johnston-Odonnell,handicrafts_d2c,festive_spike,180,142.0,5.55,0.094,0.0006,0.88,0,350,0,0.11,0.03,1,0,0,808.0,0.73,1,0.21949823,agent_review,1
CASE00186,Sanders-Espinoza,food_delivery,account_takeover,543,217.4,1.6,0.049,0.0235,0.8,1,0,2,0.71,0.44,0,2,0,709.0,1.05,1,0.67520654,agent_review,1
CASE00187,Vargas Ltd,travel_hospitality,card_testing_mule,22,91.4,2.98,0.033,0.0542,0.65,0,534,0,0.87,0.42,0,0,1,202.0,0.45,1,0.9500285,escalate,1
CASE00188,Garcia LLC,saas_subscription,organic_growth,623,131.4,1.42,0.066,0.0008,0.97,0,381,0,0.26,0.05,0,1,0,50.0,0.9,0,0.009717429,auto_clear,0
CASE00189,"Burke, Martinez and Riggs",electronics,festive_spike,1336,87.6,4.41,0.072,0.0009,1.0,0,808,0,0.18,0.1,1,0,0,50.0,0.9,0,0.029908841,auto_clear,1
CASE00190,Reed Group,grocery,organic_growth,400,74.1,1.06,0.035,0.0023,0.89,0,696,0,0.31,0.08,0,0,0,828.0,0.94,0,0.026617551,auto_clear,0
CASE00191,"Wood, Hunter and Peterson",beauty_cosmetics,card_testing_mule,35,167.7,7.13,0.024,0.0437,0.39,0,543,0,0.71,0.24,0,1,1,189.0,0.39,1,0.99917704,escalate,1
CASE00192,Short-Garcia,beauty_cosmetics,organic_growth,400,141.7,1.12,0.038,0.0041,0.92,0,578,0,0.12,0.09,0,0,0,1030.0,1.04,0,0.06479318,auto_clear,0
CASE00193,Reid-Poole,fashion_apparel,organic_growth,400,172.1,1.12,0.046,0.0024,0.94,0,309,1,0.32,0.14,0,0,0,377.0,1.03,0,0.10834753,auto_clear,0
CASE00194,"Hernandez, Thompson and Boyd",food_delivery,card_testing_mule,32,174.0,5.99,0.039,0.07,0.74,0,553,1,0.99,0.25,0,0,1,225.0,0.24,1,0.99911755,escalate,1
CASE00195,"Nelson, Morton and Medina",education,festive_spike,1179,142.1,3.27,0.088,0.0,0.92,0,475,1,0.27,0.11,1,0,0,1086.0,0.91,0,0.04983548,auto_clear,1
CASE00196,Marshall-Petersen,grocery,bank_account_update,438,40.9,1.01,0.08,0.0073,0.88,1,9,0,0.29,0.14,0,0,0,940.0,1.08,0,0.067146115,auto_clear,1
CASE00197,"Adams, Christian and Rivas",electronics,bank_account_update,300,83.7,1.01,0.039,0.0053,0.83,1,8,1,0.32,0.0,0,0,0,741.0,1.06,0,0.123025484,auto_clear,1
CASE00198,Ramirez Group,grocery,account_takeover,983,41.1,1.82,0.018,0.0139,0.77,1,1,1,0.67,0.47,0,1,0,875.0,0.9,0,0.059541788,auto_clear,1
CASE00199,Christensen PLC,education,organic_growth,400,32.0,1.37,0.029,0.0006,0.95,0,417,0,0.35,0.04,0,0,0,440.0,0.97,0,0.059241313,auto_clear,0
CASE00200,"Barnett, Rogers and Snyder",saas_subscription,organic_growth,400,154.7,1.27,0.018,0.0001,0.97,0,316,0,0.34,0.06,0,0,0,1437.0,0.98,0,0.025119647,auto_clear,0
CASE00201,White-Lewis,food_delivery,bank_account_update,388,195.3,0.94,0.031,0.0,0.92,1,0,0,0.51,0.14,0,0,0,415.0,0.95,0,0.21577245,agent_review,1
CASE00202,Peterson-Beard,travel_hospitality,card_testing_mule,11,178.4,6.99,0.057,0.086,0.45,0,899,0,0.81,0.12,0,0,0,145.0,0.38,1,0.9979918,escalate,1
CASE00203,"Beard, Peters and Black",food_delivery,card_testing_mule,41,141.3,4.79,0.057,0.0527,0.42,0,554,1,0.7,0.34,0,0,1,203.0,0.41,1,0.9852836,escalate,1
CASE00204,Miller Ltd,home_decor,bank_account_update,300,153.7,1.09,0.026,0.0073,0.83,1,6,0,0.34,0.1,0,0,0,602.0,1.08,0,0.06107253,auto_clear,1
CASE00205,Freeman-Chang,saas_subscription,account_takeover,722,66.4,2.97,0.034,0.011,0.93,1,2,0,0.68,0.4,0,1,0,1112.0,0.87,1,0.22152576,agent_review,1
CASE00206,"Alvarez, Joseph and West",food_delivery,card_testing_mule,23,5.0,7.95,0.037,0.0108,0.26,0,531,0,0.68,0.37,0,1,0,79.0,0.5,1,0.9961075,escalate,1
CASE00207,Davis and Sons,travel_hospitality,account_takeover,567,185.7,3.01,0.041,0.0178,0.88,1,2,1,0.38,0.47,0,2,0,409.0,0.98,1,0.7960305,escalate,1
CASE00208,Holt-Torres,grocery,organic_growth,439,78.9,1.2,0.027,0.003,0.9,0,850,0,0.2,0.04,0,0,0,1612.0,1.03,0,0.038500335,auto_clear,0
CASE00209,"Wood, Tran and Cooper",home_decor,festive_spike,180,67.3,4.69,0.114,0.0045,1.0,0,335,0,0.26,0.07,1,0,0,725.0,0.98,0,0.098329045,auto_clear,1
CASE00210,"Pierce, Bell and Chavez",electronics,festive_spike,227,130.3,4.61,0.074,0.0047,0.9,0,272,1,0.33,0.08,1,0,0,805.0,1.0,0,0.18531315,auto_clear,1
CASE00211,King-Martinez,home_decor,organic_growth,400,90.9,1.06,0.006,0.004,0.92,0,869,1,0.46,0.08,0,0,0,1342.0,1.07,0,0.020162787,auto_clear,0
CASE00212,Stewart Ltd,electronics,bank_account_update,300,130.6,0.75,0.026,0.0,0.83,1,5,0,0.29,0.06,0,1,0,725.0,1.21,0,0.058904257,auto_clear,1
CASE00213,"Tapia, Vaughn and Lee",beauty_cosmetics,card_testing_mule,12,157.0,3.31,0.042,0.058,0.36,0,228,1,0.64,0.12,0,0,0,137.0,0.33,1,0.91275877,escalate,1
CASE00214,"Washington, Hardy and Bray",saas_subscription,account_takeover,263,152.2,2.58,0.024,0.0156,0.97,1,3,3,0.73,0.31,0,1,0,1204.0,1.04,0,0.93723214,escalate,1
CASE00215,"Carlson, Hooper and Wall",education,card_testing_mule,17,167.3,6.33,0.061,0.0807,0.74,0,618,0,0.6,0.35,0,2,0,224.0,0.28,1,0.9975259,escalate,1
CASE00216,Perez-White,saas_subscription,organic_growth,400,186.5,1.24,0.052,0.0038,0.96,0,468,0,0.26,0.18,0,0,0,953.0,0.9,0,0.05139378,auto_clear,0
CASE00217,Erickson and Sons,food_delivery,account_takeover,591,140.3,2.17,0.042,0.0246,0.84,1,3,3,0.87,0.45,0,2,0,1405.0,1.18,0,0.38950977,agent_review,1
CASE00218,Williams-Brown,home_decor,card_testing_mule,10,69.6,3.08,0.073,0.071,0.62,0,852,0,0.92,0.34,0,0,0,260.0,0.56,0,0.13095278,auto_clear,1
CASE00219,Terry-Martinez,education,festive_spike,601,86.1,3.59,0.099,0.0017,1.0,0,445,0,0.29,0.06,1,1,0,855.0,1.19,0,0.029973928,auto_clear,1
CASE00220,Garcia-Smith,handicrafts_d2c,bank_account_update,708,116.1,1.18,0.042,0.0086,1.0,1,5,0,0.27,0.07,0,0,0,1290.0,0.93,0,0.018925313,auto_clear,1
CASE00221,Harrison-Alexander,handicrafts_d2c,festive_spike,336,34.6,3.71,0.05,0.0061,0.92,0,414,0,0.36,0.14,1,0,0,1275.0,0.97,0,0.06114577,auto_clear,1
CASE00222,Sheppard LLC,travel_hospitality,bank_account_update,300,166.6,1.09,0.029,0.0087,0.94,1,6,0,0.4,0.07,0,0,0,1177.0,0.88,0,0.048182894,auto_clear,1
CASE00223,Wilson-Jones,fashion_apparel,card_testing_mule,48,138.9,7.18,0.06,0.0389,0.88,0,335,1,0.8,0.3,0,2,1,177.0,0.73,1,0.9951746,escalate,1
CASE00224,Jones-Soto,home_decor,account_takeover,624,56.2,2.17,0.02,0.0252,0.96,1,2,2,0.77,0.47,0,0,0,645.0,1.03,1,0.8917227,escalate,1
CASE00225,Hernandez PLC,handicrafts_d2c,account_takeover,172,104.7,2.6,0.036,0.0066,0.96,1,0,0,0.69,0.22,0,0,0,603.0,0.78,0,0.5203814,agent_review,1
CASE00226,Miller-Wright,fashion_apparel,bank_account_update,300,95.6,1.14,0.041,0.0107,0.86,1,4,0,0.36,0.04,0,0,0,736.0,0.86,0,0.023779817,auto_clear,1
CASE00227,"Duran, Obrien and Gibbs",beauty_cosmetics,bank_account_update,542,66.3,0.9,0.051,0.0002,0.94,1,1,0,0.18,0.08,0,0,0,1486.0,1.1,0,0.04502076,auto_clear,1
CASE00228,Rowe Group,grocery,account_takeover,471,149.6,3.03,0.013,0.0308,1.0,1,2,5,0.46,0.44,0,2,0,750.0,1.02,1,0.7766086,escalate,1
CASE00229,Kerr-Evans,saas_subscription,festive_spike,359,123.9,3.83,0.052,0.0066,0.91,0,392,1,0.33,0.06,1,1,0,1053.0,1.04,0,0.10510549,auto_clear,1
CASE00230,"Branch, Torres and Oliver",fashion_apparel,account_takeover,790,79.0,3.04,0.055,0.0,0.89,1,0,2,0.07,0.44,0,2,0,125.0,0.95,1,0.8315787,escalate,1
CASE00231,"Choi, Garcia and Farmer",education,festive_spike,297,161.5,4.92,0.085,0.0,0.82,0,370,0,0.3,0.1,1,0,0,1111.0,1.06,0,0.39593244,agent_review,1
CASE00232,"Clark, Guerrero and Moore",travel_hospitality,organic_growth,551,104.1,1.12,0.06,0.0,0.93,0,556,0,0.35,0.05,0,0,0,811.0,0.97,0,0.04302647,auto_clear,0
CASE00233,Arnold and Sons,home_decor,bank_account_update,1376,67.5,1.15,0.005,0.0111,0.85,1,3,0,0.48,0.06,0,0,0,1375.0,1.07,0,0.0048664636,auto_clear,1
CASE00234,Ortiz Ltd,food_delivery,organic_growth,641,60.3,1.25,0.06,0.0033,0.97,0,858,0,0.0,0.1,0,2,0,797.0,0.95,0,0.013023622,auto_clear,0
CASE00235,"Harrison, Johnson and Roberts",beauty_cosmetics,account_takeover,482,87.4,1.72,0.013,0.038,0.9,1,3,1,0.84,0.43,0,1,0,1065.0,0.82,1,0.5423703,agent_review,1
CASE00236,Warner-Gibson,fashion_apparel,festive_spike,530,188.9,2.98,0.075,0.0016,1.0,0,744,0,0.54,0.11,1,0,0,1571.0,0.97,0,0.11811905,auto_clear,1
CASE00237,"Hall, Baker and Moody",beauty_cosmetics,account_takeover,399,272.3,1.7,0.042,0.0419,1.0,1,2,1,0.87,0.51,0,0,0,1508.0,1.05,1,0.80825025,escalate,1
CASE00238,"Guerrero, Peck and Coleman",food_delivery,bank_account_update,486,144.6,1.28,0.012,0.0078,0.94,1,3,0,0.29,0.05,0,0,0,1557.0,1.05,0,0.085851304,auto_clear,1
CASE00239,"Walker, Hernandez and Baker",fashion_apparel,organic_growth,400,128.8,0.95,0.002,0.0015,0.99,0,368,1,0.19,0.09,0,0,0,475.0,0.98,0,0.032772005,auto_clear,0
CASE00240,Jones and Sons,fashion_apparel,festive_spike,332,148.8,5.68,0.113,0.0088,0.92,0,229,0,0.4,0.13,1,0,0,218.0,0.92,1,0.820874,escalate,1
CASE00241,Larson-Holloway,saas_subscription,card_testing_mule,6,92.0,3.36,0.028,0.0541,0.59,0,797,1,0.92,0.46,0,3,1,122.0,0.73,1,0.97798175,escalate,1
CASE00242,Gonzales-Harrison,home_decor,festive_spike,1245,104.9,2.84,0.083,0.0041,0.92,0,354,0,0.35,0.08,1,0,0,735.0,1.01,0,0.024158493,auto_clear,1
CASE00243,Lyons-Bender,saas_subscription,card_testing_mule,18,154.5,4.09,0.051,0.0809,0.49,0,644,0,0.85,0.34,0,1,1,171.0,0.66,1,0.97954595,escalate,1
CASE00244,"Fernandez, Kim and George",saas_subscription,festive_spike,500,9.6,3.81,0.072,0.0,0.94,0,444,0,0.21,0.13,1,0,0,50.0,1.07,0,0.06899362,auto_clear,1
CASE00245,Navarro-Munoz,travel_hospitality,organic_growth,400,95.4,1.14,0.072,0.003,1.0,0,620,0,0.29,0.09,0,1,0,871.0,0.98,0,0.03446981,auto_clear,0
CASE00246,Davis Ltd,electronics,account_takeover,108,209.9,2.2,0.054,0.028,0.95,1,0,0,0.47,0.38,0,1,0,1169.0,1.02,1,0.87922835,escalate,1
CASE00247,"Matthews, Smith and Hubbard",grocery,card_testing_mule,62,34.7,6.09,0.048,0.08,0.61,0,230,0,0.85,0.16,0,1,1,26.0,0.47,1,0.99091583,escalate,1
CASE00248,Johnston-Hines,handicrafts_d2c,bank_account_update,555,81.9,1.07,0.051,0.0018,0.82,1,0,0,0.17,0.01,0,1,0,1151.0,0.95,0,0.03575757,auto_clear,1
CASE00249,Ruiz Ltd,saas_subscription,organic_growth,661,56.9,1.03,0.062,0.0008,0.91,0,222,1,0.35,0.16,0,0,0,1058.0,1.07,0,0.027812239,auto_clear,0
CASE00250,Moon-White,beauty_cosmetics,festive_spike,180,66.3,4.48,0.097,0.0018,0.86,0,772,0,0.19,0.01,1,0,0,1085.0,1.18,0,0.08911249,auto_clear,1
CASE00251,"Graham, Olsen and Costa",beauty_cosmetics,festive_spike,838,69.4,3.36,0.082,0.0037,0.91,0,500,0,0.33,0.09,1,0,0,1778.0,1.13,0,0.05818839,auto_clear,1
CASE00252,Bailey-Cook,saas_subscription,organic_growth,400,91.0,1.14,0.08,0.0048,0.96,0,218,0,0.15,0.12,0,0,0,1314.0,0.98,0,0.046770494,auto_clear,0
CASE00253,"Garcia, Martin and Jenkins",grocery,organic_growth,400,111.8,1.03,0.073,0.0065,0.94,0,292,1,0.25,0.05,0,1,0,543.0,0.92,0,0.021573573,auto_clear,0
CASE00254,Roberts-Landry,saas_subscription,festive_spike,823,81.8,5.46,0.141,0.0115,0.93,0,620,0,0.29,0.18,1,0,0,61.0,0.97,0,0.67455935,agent_review,1
CASE00255,"Johnson, Miller and King",grocery,organic_growth,400,170.7,1.14,0.032,0.0041,0.98,0,833,1,0.28,0.07,0,1,0,712.0,0.95,0,0.15860003,auto_clear,0
CASE00256,Cordova Group,beauty_cosmetics,organic_growth,465,116.2,1.12,0.068,0.0017,0.95,0,587,0,0.29,0.05,0,1,0,883.0,1.08,0,0.03638612,auto_clear,0
CASE00257,"Bryan, Smith and Booth",saas_subscription,card_testing_mule,56,165.5,3.36,0.034,0.064,0.52,0,341,0,0.72,0.46,0,0,0,62.0,0.31,1,0.97297454,escalate,1
CASE00258,Gutierrez-Lopez,travel_hospitality,account_takeover,1318,103.9,1.54,0.06,0.022,0.92,1,3,2,0.69,0.19,0,0,0,575.0,1.05,0,0.06997234,auto_clear,1
CASE00259,Dean-Jimenez,education,organic_growth,400,218.7,1.06,0.0,0.006,0.93,0,768,0,0.33,0.02,0,0,0,418.0,1.01,0,0.033149213,auto_clear,0
CASE00260,Wolf-Harris,saas_subscription,account_takeover,57,126.7,1.61,0.029,0.0241,0.84,1,2,1,0.69,0.43,0,0,0,1306.0,0.86,0,0.40927976,agent_review,1
CASE00261,"Anderson, Roberts and Gilmore",travel_hospitality,card_testing_mule,24,136.8,5.69,0.038,0.0409,0.44,0,312,1,0.68,0.39,0,2,1,183.0,0.46,1,0.99383885,escalate,1
CASE00262,Martinez-Dudley,fashion_apparel,festive_spike,1505,213.4,5.97,0.06,0.0079,0.87,0,353,0,0.48,0.07,1,0,0,591.0,0.97,1,0.8230232,escalate,1
CASE00263,"Lloyd, Mckinney and Collins",home_decor,festive_spike,287,80.4,5.44,0.074,0.0077,0.94,0,381,1,0.37,0.02,1,0,0,1630.0,1.15,0,0.1992559,auto_clear,1
CASE00264,Tran Inc,beauty_cosmetics,festive_spike,1390,190.1,4.62,0.071,0.0079,1.0,0,602,0,0.16,0.07,1,0,0,626.0,0.98,0,0.05019805,auto_clear,1
CASE00265,Gay Inc,grocery,card_testing_mule,20,201.6,3.01,0.078,0.0712,0.74,0,876,1,0.96,0.36,0,0,1,198.0,0.46,1,0.9322401,escalate,1
CASE00266,Valentine-Holland,grocery,festive_spike,958,122.0,2.54,0.098,0.005,0.9,0,796,0,0.33,0.06,1,0,0,791.0,0.93,0,0.028671224,auto_clear,1
CASE00267,Jimenez Ltd,education,account_takeover,711,45.9,1.53,0.043,0.024,1.0,1,0,4,0.65,0.32,0,0,0,451.0,1.0,0,0.29317567,agent_review,1
CASE00268,Hicks-Hill,education,account_takeover,295,117.4,2.63,0.001,0.0147,0.97,1,2,1,0.7,0.26,0,1,0,1103.0,1.02,0,0.6856079,agent_review,1
CASE00269,Baird-Sanchez,saas_subscription,bank_account_update,565,183.9,1.41,0.061,0.0074,0.76,1,2,0,0.34,0.14,0,0,0,684.0,0.97,0,0.08538138,auto_clear,1
CASE00270,"Thomas, Lee and Greene",saas_subscription,festive_spike,322,159.0,3.96,0.092,0.0033,0.95,0,638,1,0.2,0.08,1,0,0,697.0,0.99,1,0.2272238,agent_review,1
CASE00271,"Suarez, Shields and Hill",electronics,bank_account_update,300,92.9,1.22,0.052,0.0097,0.74,1,0,0,0.23,0.14,0,0,0,341.0,0.95,0,0.08248708,auto_clear,1
CASE00272,Morgan-French,travel_hospitality,account_takeover,471,111.5,2.56,0.057,0.0283,0.85,1,1,2,0.54,0.53,0,0,0,556.0,0.95,0,0.6151257,agent_review,1
CASE00273,Hoover-Campbell,grocery,bank_account_update,300,55.1,0.96,0.041,0.0117,0.87,1,7,0,0.41,0.05,0,0,0,364.0,1.14,0,0.07774627,auto_clear,1
CASE00274,Monroe-Carpenter,saas_subscription,organic_growth,535,92.8,1.15,0.042,0.0032,0.92,0,568,1,0.36,0.07,0,0,0,382.0,0.94,0,0.030667061,auto_clear,0
CASE00275,"Burns, Hernandez and Ryan",saas_subscription,card_testing_mule,45,145.4,7.91,0.032,0.1248,0.5,0,633,1,0.64,0.12,0,0,1,165.0,0.59,1,0.99691015,escalate,1
CASE00276,Cook-Hines,saas_subscription,festive_spike,633,37.0,3.74,0.081,0.0,0.9,0,429,0,0.48,0.07,1,1,0,1049.0,0.95,0,0.058397327,auto_clear,1
CASE00277,Gibson-Morris,handicrafts_d2c,account_takeover,1264,216.9,2.17,0.04,0.0162,0.87,1,4,2,0.71,0.08,0,0,0,487.0,0.9,1,0.647509,agent_review,1
CASE00278,Pollard and Sons,beauty_cosmetics,card_testing_mule,52,175.1,6.62,0.033,0.0848,0.6,0,771,1,0.82,0.28,0,1,0,169.0,0.59,1,0.9960891,escalate,1
CASE00279,"Reyes, Chase and Jenkins",saas_subscription,festive_spike,595,47.5,4.23,0.106,0.0085,1.0,0,650,0,0.26,0.05,1,0,0,781.0,1.18,0,0.0896531,auto_clear,1
CASE00280,Garner-Thornton,food_delivery,account_takeover,872,114.3,2.44,0.071,0.0538,0.9,1,0,2,0.63,0.4,0,0,0,542.0,0.85,1,0.4130048,agent_review,1
CASE00281,Hughes-Alvarado,grocery,bank_account_update,856,156.7,0.99,0.031,0.0094,0.88,1,0,0,0.33,0.06,0,0,0,370.0,1.02,0,0.041509494,auto_clear,1
CASE00282,"Pollard, Simpson and Johnson",handicrafts_d2c,account_takeover,1724,136.4,1.53,0.0,0.0201,0.87,1,2,3,0.87,0.34,0,0,0,960.0,1.0,0,0.09373122,auto_clear,1
