case_id,merchant_name,mcc_category,archetype,merchant_tenure_days,avg_daily_txn_30d,volume_spike_ratio,refund_rate_30d,chargeback_rate_90d,kyc_completeness_score,bank_account_changed_flag,days_since_bank_change,customer_complaint_count_30d,device_ip_diversity_score,night_txn_ratio,is_festive_period,prior_flags_count,prior_flags_confirmed_fraud,avg_ticket_size,ticket_size_change_ratio,label_is_fraud
CASE00162,"Smith, Gilmore and Johnston",grocery,organic_growth,400,156.1,1.12,0.06,0.0013,0.97,0,330,0,0.39,0.09,0,0,0,1372.0,0.97,0
CASE00163,Smith-Bell,handicrafts_d2c,festive_spike,680,130.3,5.29,0.085,0.0089,0.93,0,550,1,0.16,0.0,1,0,0,414.0,0.94,0
CASE00164,Castaneda-Ashley,grocery,organic_growth,400,251.9,1.13,0.026,0.0048,0.95,0,214,0,0.16,0.03,0,0,0,734.0,0.94,0
CASE00165,Medina-Navarro,home_decor,account_takeover,629,171.9,1.85,0.052,0.0191,0.92,1,3,5,0.65,0.33,0,0,0,470.0,0.99,0
CASE00166,"Hurst, Freeman and Nelson",education,account_takeover,843,70.9,2.33,0.031,0.0197,1.0,1,1,1,0.76,0.37,0,1,0,1020.0,1.08,1
CASE00167,Johnson-Rogers,grocery,account_takeover,624,81.4,1.43,0.024,0.0135,0.99,1,0,2,0.82,0.31,0,0,0,400.0,1.04,0
CASE00168,"Yates, Ramsey and Pittman",home_decor,festive_spike,485,138.3,3.19,0.101,0.0061,0.88,0,779,0,0.31,0.18,1,0,0,107.0,0.96,0
CASE00169,Hooper PLC,travel_hospitality,organic_growth,1014,147.4,1.21,0.013,0.0015,0.95,0,821,0,0.19,0.03,0,0,0,1001.0,1.11,0
CASE00170,Meadows PLC,beauty_cosmetics,festive_spike,180,192.3,2.76,0.128,0.0144,0.88,0,827,0,0.26,0.04,1,1,0,1129.0,1.06,0
CASE00171,"Alvarado, Miller and Patterson",home_decor,organic_growth,528,5.0,1.14,0.082,0.0058,0.95,0,287,0,0.41,0.06,0,0,0,920.0,1.06,0
CASE00172,White-Green,travel_hospitality,card_testing_mule,4,316.3,2.64,0.026,0.0335,0.48,0,719,2,0.78,0.22,0,2,0,173.0,0.62,1
CASE00173,Lewis-Murphy,education,festive_spike,291,9.8,4.56,0.076,0.0,0.88,0,369,0,0.33,0.14,1,0,0,440.0,1.09,1
CASE00174,Ramirez-Bean,education,organic_growth,400,143.7,1.32,0.048,0.0016,0.92,0,565,0,0.2,0.15,0,1,0,615.0,0.96,0
CASE00175,King-Miller,fashion_apparel,account_takeover,195,124.5,1.49,0.035,0.0287,1.0,1,1,2,0.35,0.4,0,0,0,800.0,1.03,1
CASE00176,Curry Inc,saas_subscription,festive_spike,180,77.0,5.4,0.121,0.0055,0.95,0,220,0,0.35,0.11,1,0,0,1535.0,0.88,1
CASE00177,Walker-Jones,electronics,bank_account_update,341,187.3,0.95,0.03,0.0028,0.95,1,0,0,0.35,0.07,0,0,0,836.0,0.85,0
CASE00178,"Williams, Johnson and Wright",grocery,festive_spike,535,84.2,5.9,0.045,0.0068,0.91,0,653,0,0.14,0.05,1,0,0,1509.0,1.09,0
CASE00179,Howell and Sons,education,card_testing_mule,4,163.3,5.0,0.034,0.0444,0.85,0,275,0,0.77,0.26,0,1,0,89.0,0.27,1
CASE00180,Wells Inc,handicrafts_d2c,card_testing_mule,39,164.8,6.74,0.037,0.0153,0.68,0,489,1,0.6,0.31,0,1,0,55.0,0.47,1
CASE00181,"Gould, Marshall and Scott",home_decor,festive_spike,180,140.0,5.03,0.102,0.0009,0.95,0,249,0,0.3,0.15,1,0,0,493.0,0.98,1
CASE00182,Jackson-Lawson,handicrafts_d2c,bank_account_update,300,142.9,0.96,0.062,0.0025,0.92,1,4,0,0.54,0.04,0,0,0,500.0,1.18,0
CASE00183,"Higgins, Strickland and Martin",beauty_cosmetics,account_takeover,403,133.8,3.06,0.027,0.037,0.82,1,3,3,0.38,0.38,0,2,0,412.0,1.03,1
CASE00184,Rodriguez-Johnson,travel_hospitality,bank_account_update,337,196.3,1.05,0.042,0.0088,0.9,1,3,0,0.19,0.1,0,0,0,830.0,1.1,0
CASE00185,Johnston-Odonnell,handicrafts_d2c,festive_spike,180,142.0,5.55,0.094,0.0006,0.88,0,350,0,0.11,0.03,1,0,0,808.0,0.73,1
CASE00186,Sanders-Espinoza,food_delivery,account_takeover,543,217.4,1.6,0.049,0.0235,0.8,1,0,2,0.71,0.44,0,2,0,709.0,1.05,1
CASE00187,Vargas Ltd,travel_hospitality,card_testing_mule,22,91.4,2.98,0.033,0.0542,0.65,0,534,0,0.87,0.42,0,0,1,202.0,0.45,1
CASE00188,Garcia LLC,saas_subscription,organic_growth,623,131.4,1.42,0.066,0.0008,0.97,0,381,0,0.26,0.05,0,1,0,50.0,0.9,0
CASE00189,"Burke, Martinez and Riggs",electronics,festive_spike,1336,87.6,4.41,0.072,0.0009,1.0,0,808,0,0.18,0.1,1,0,0,50.0,0.9,0
CASE00190,Reed Group,grocery,organic_growth,400,74.1,1.06,0.035,0.0023,0.89,0,696,0,0.31,0.08,0,0,0,828.0,0.94,0
CASE00191,"Wood, Hunter and Peterson",beauty_cosmetics,card_testing_mule,35,167.7,7.13,0.024,0.0437,0.39,0,543,0,0.71,0.24,0,1,1,189.0,0.39,1
CASE00192,Short-Garcia,beauty_cosmetics,organic_growth,400,141.7,1.12,0.038,0.0041,0.92,0,578,0,0.12,0.09,0,0,0,1030.0,1.04,0
CASE00193,Reid-Poole,fashion_apparel,organic_growth,400,172.1,1.12,0.046,0.0024,0.94,0,309,1,0.32,0.14,0,0,0,377.0,1.03,0
CASE00194,"Hernandez, Thompson and Boyd",food_delivery,card_testing_mule,32,174.0,5.99,0.039,0.07,0.74,0,553,1,0.99,0.25,0,0,1,225.0,0.24,1
CASE00195,"Nelson, Morton and Medina",education,festive_spike,1179,142.1,3.27,0.088,0.0,0.92,0,475,1,0.27,0.11,1,0,0,1086.0,0.91,0
CASE00196,Marshall-Petersen,grocery,bank_account_update,438,40.9,1.01,0.08,0.0073,0.88,1,9,0,0.29,0.14,0,0,0,940.0,1.08,0
CASE00197,"Adams, Christian and Rivas",electronics,bank_account_update,300,83.7,1.01,0.039,0.0053,0.83,1,8,1,0.32,0.0,0,0,0,741.0,1.06,0
CASE00198,Ramirez Group,grocery,account_takeover,983,41.1,1.82,0.018,0.0139,0.77,1,1,1,0.67,0.47,0,1,0,875.0,0.9,0
CASE00199,Christensen PLC,education,organic_growth,400,32.0,1.37,0.029,0.0006,0.95,0,417,0,0.35,0.04,0,0,0,440.0,0.97,0
CASE00200,"Barnett, Rogers and Snyder",saas_subscription,organic_growth,400,154.7,1.27,0.018,0.0001,0.97,0,316,0,0.34,0.06,0,0,0,1437.0,0.98,0
CASE00201,White-Lewis,food_delivery,bank_account_update,388,195.3,0.94,0.031,0.0,0.92,1,0,0,0.51,0.14,0,0,0,415.0,0.95,0
CASE00202,Peterson-Beard,travel_hospitality,card_testing_mule,11,178.4,6.99,0.057,0.086,0.45,0,899,0,0.81,0.12,0,0,0,145.0,0.38,1
CASE00203,"Beard, Peters and Black",food_delivery,card_testing_mule,41,141.3,4.79,0.057,0.0527,0.42,0,554,1,0.7,0.34,0,0,1,203.0,0.41,1
CASE00204,Miller Ltd,home_decor,bank_account_update,300,153.7,1.09,0.026,0.0073,0.83,1,6,0,0.34,0.1,0,0,0,602.0,1.08,0
CASE00205,Freeman-Chang,saas_subscription,account_takeover,722,66.4,2.97,0.034,0.011,0.93,1,2,0,0.68,0.4,0,1,0,1112.0,0.87,1
CASE00206,"Alvarez, Joseph and West",food_delivery,card_testing_mule,23,5.0,7.95,0.037,0.0108,0.26,0,531,0,0.68,0.37,0,1,0,79.0,0.5,1
CASE00207,Davis and Sons,travel_hospitality,account_takeover,567,185.7,3.01,0.041,0.0178,0.88,1,2,1,0.38,0.47,0,2,0,409.0,0.98,1
CASE00208,Holt-Torres,grocery,organic_growth,439,78.9,1.2,0.027,0.003,0.9,0,850,0,0.2,0.04,0,0,0,1612.0,1.03,0
CASE00209,"Wood, Tran and Cooper",home_decor,festive_spike,180,67.3,4.69,0.114,0.0045,1.0,0,335,0,0.26,0.07,1,0,0,725.0,0.98,0
CASE00210,"Pierce, Bell and Chavez",electronics,festive_spike,227,130.3,4.61,0.074,0.0047,0.9,0,272,1,0.33,0.08,1,0,0,805.0,1.0,0
CASE00211,King-Martinez,home_decor,organic_growth,400,90.9,1.06,0.006,0.004,0.92,0,869,1,0.46,0.08,0,0,0,1342.0,1.07,0
CASE00212,Stewart Ltd,electronics,bank_account_update,300,130.6,0.75,0.026,0.0,0.83,1,5,0,0.29,0.06,0,1,0,725.0,1.21,0
CASE00213,"Tapia, Vaughn and Lee",beauty_cosmetics,card_testing_mule,12,157.0,3.31,0.042,0.058,0.36,0,228,1,0.64,0.12,0,0,0,137.0,0.33,1
CASE00214,"Washington, Hardy and Bray",saas_subscription,account_takeover,263,152.2,2.58,0.024,0.0156,0.97,1,3,3,0.73,0.31,0,1,0,1204.0,1.04,0
CASE00215,"Carlson, Hooper and Wall",education,card_testing_mule,17,167.3,6.33,0.061,0.0807,0.74,0,618,0,0.6,0.35,0,2,0,224.0,0.28,1
CASE00216,Perez-White,saas_subscription,organic_growth,400,186.5,1.24,0.052,0.0038,0.96,0,468,0,0.26,0.18,0,0,0,953.0,0.9,0
CASE00217,Erickson and Sons,food_delivery,account_takeover,591,140.3,2.17,0.042,0.0246,0.84,1,3,3,0.87,0.45,0,2,0,1405.0,1.18,0
CASE00218,Williams-Brown,home_decor,card_testing_mule,10,69.6,3.08,0.073,0.071,0.62,0,852,0,0.92,0.34,0,0,0,260.0,0.56,0
CASE00219,Terry-Martinez,education,festive_spike,601,86.1,3.59,0.099,0.0017,1.0,0,445,0,0.29,0.06,1,1,0,855.0,1.19,0
CASE00220,Garcia-Smith,handicrafts_d2c,bank_account_update,708,116.1,1.18,0.042,0.0086,1.0,1,5,0,0.27,0.07,0,0,0,1290.0,0.93,0
CASE00221,Harrison-Alexander,handicrafts_d2c,festive_spike,336,34.6,3.71,0.05,0.0061,0.92,0,414,0,0.36,0.14,1,0,0,1275.0,0.97,0
CASE00222,Sheppard LLC,travel_hospitality,bank_account_update,300,166.6,1.09,0.029,0.0087,0.94,1,6,0,0.4,0.07,0,0,0,1177.0,0.88,0
CASE00223,Wilson-Jones,fashion_apparel,card_testing_mule,48,138.9,7.18,0.06,0.0389,0.88,0,335,1,0.8,0.3,0,2,1,177.0,0.73,1
CASE00224,Jones-Soto,home_decor,account_takeover,624,56.2,2.17,0.02,0.0252,0.96,1,2,2,0.77,0.47,0,0,0,645.0,1.03,1
CASE00225,Hernandez PLC,handicrafts_d2c,account_takeover,172,104.7,2.6,0.036,0.0066,0.96,1,0,0,0.69,0.22,0,0,0,603.0,0.78,0
CASE00226,Miller-Wright,fashion_apparel,bank_account_update,300,95.6,1.14,0.041,0.0107,0.86,1,4,0,0.36,0.04,0,0,0,736.0,0.86,0
CASE00227,"Duran, Obrien and Gibbs",beauty_cosmetics,bank_account_update,542,66.3,0.9,0.051,0.0002,0.94,1,1,0,0.18,0.08,0,0,0,1486.0,1.1,0
CASE00228,Rowe Group,grocery,account_takeover,471,149.6,3.03,0.013,0.0308,1.0,1,2,5,0.46,0.44,0,2,0,750.0,1.02,1
CASE00229,Kerr-Evans,saas_subscription,festive_spike,359,123.9,3.83,0.052,0.0066,0.91,0,392,1,0.33,0.06,1,1,0,1053.0,1.04,0
CASE00230,"Branch, Torres and Oliver",fashion_apparel,account_takeover,790,79.0,3.04,0.055,0.0,0.89,1,0,2,0.07,0.44,0,2,0,125.0,0.95,1
CASE00231,"Choi, Garcia and Farmer",education,festive_spike,297,161.5,4.92,0.085,0.0,0.82,0,370,0,0.3,0.1,1,0,0,1111.0,1.06,0
CASE00232,"Clark, Guerrero and Moore",travel_hospitality,organic_growth,551,104.1,1.12,0.06,0.0,0.93,0,556,0,0.35,0.05,0,0,0,811.0,0.97,0
CASE00233,Arnold and Sons,home_decor,bank_account_update,1376,67.5,1.15,0.005,0.0111,0.85,1,3,0,0.48,0.06,0,0,0,1375.0,1.07,0
CASE00234,Ortiz Ltd,food_delivery,organic_growth,641,60.3,1.25,0.06,0.0033,0.97,0,858,0,0.0,0.1,0,2,0,797.0,0.95,0
CASE00235,"Harrison, Johnson and Roberts",beauty_cosmetics,account_takeover,482,87.4,1.72,0.013,0.038,0.9,1,3,1,0.84,0.43,0,1,0,1065.0,0.82,1
CASE00236,Warner-Gibson,fashion_apparel,festive_spike,530,188.9,2.98,0.075,0.0016,1.0,0,744,0,0.54,0.11,1,0,0,1571.0,0.97,0
CASE00237,"Hall, Baker and Moody",beauty_cosmetics,account_takeover,399,272.3,1.7,0.042,0.0419,1.0,1,2,1,0.87,0.51,0,0,0,1508.0,1.05,1
CASE00238,"Guerrero, Peck and Coleman",food_delivery,bank_account_update,486,144.6,1.28,0.012,0.0078,0.94,1,3,0,0.29,0.05,0,0,0,1557.0,1.05,0
CASE00239,"Walker, Hernandez and Baker",fashion_apparel,organic_growth,400,128.8,0.95,0.002,0.0015,0.99,0,368,1,0.19,0.09,0,0,0,475.0,0.98,0
CASE00240,Jones and Sons,fashion_apparel,festive_spike,332,148.8,5.68,0.113,0.0088,0.92,0,229,0,0.4,0.13,1,0,0,218.0,0.92,1
CASE00241,Larson-Holloway,saas_subscription,card_testing_mule,6,92.0,3.36,0.028,0.0541,0.59,0,797,1,0.92,0.46,0,3,1,122.0,0.73,1
CASE00242,Gonzales-Harrison,home_decor,festive_spike,1245,104.9,2.84,0.083,0.0041,0.92,0,354,0,0.35,0.08,1,0,0,735.0,1.01,0
CASE00243,Lyons-Bender,saas_subscription,card_testing_mule,18,154.5,4.09,0.051,0.0809,0.49,0,644,0,0.85,0.34,0,1,1,171.0,0.66,1
CASE00244,"Fernandez, Kim and George",saas_subscription,festive_spike,500,9.6,3.81,0.072,0.0,0.94,0,444,0,0.21,0.13,1,0,0,50.0,1.07,0
CASE00245,Navarro-Munoz,travel_hospitality,organic_growth,400,95.4,1.14,0.072,0.003,1.0,0,620,0,0.29,0.09,0,1,0,871.0,0.98,0
CASE00246,Davis Ltd,electronics,account_takeover,108,209.9,2.2,0.054,0.028,0.95,1,0,0,0.47,0.38,0,1,0,1169.0,1.02,1
CASE00247,"Matthews, Smith and Hubbard",grocery,card_testing_mule,62,34.7,6.09,0.048,0.08,0.61,0,230,0,0.85,0.16,0,1,1,26.0,0.47,1
CASE00248,Johnston-Hines,handicrafts_d2c,bank_account_update,555,81.9,1.07,0.051,0.0018,0.82,1,0,0,0.17,0.01,0,1,0,1151.0,0.95,0
CASE00249,Ruiz Ltd,saas_subscription,organic_growth,661,56.9,1.03,0.062,0.0008,0.91,0,222,1,0.35,0.16,0,0,0,1058.0,1.07,0
CASE00250,Moon-White,beauty_cosmetics,festive_spike,180,66.3,4.48,0.097,0.0018,0.86,0,772,0,0.19,0.01,1,0,0,1085.0,1.18,0
CASE00251,"Graham, Olsen and Costa",beauty_cosmetics,festive_spike,838,69.4,3.36,0.082,0.0037,0.91,0,500,0,0.33,0.09,1,0,0,1778.0,1.13,0
CASE00252,Bailey-Cook,saas_subscription,organic_growth,400,91.0,1.14,0.08,0.0048,0.96,0,218,0,0.15,0.12,0,0,0,1314.0,0.98,0
CASE00253,"Garcia, Martin and Jenkins",grocery,organic_growth,400,111.8,1.03,0.073,0.0065,0.94,0,292,1,0.25,0.05,0,1,0,543.0,0.92,0
CASE00254,Roberts-Landry,saas_subscription,festive_spike,823,81.8,5.46,0.141,0.0115,0.93,0,620,0,0.29,0.18,1,0,0,61.0,0.97,0
CASE00255,"Johnson, Miller and King",grocery,organic_growth,400,170.7,1.14,0.032,0.0041,0.98,0,833,1,0.28,0.07,0,1,0,712.0,0.95,0
CASE00256,Cordova Group,beauty_cosmetics,organic_growth,465,116.2,1.12,0.068,0.0017,0.95,0,587,0,0.29,0.05,0,1,0,883.0,1.08,0
CASE00257,"Bryan, Smith and Booth",saas_subscription,card_testing_mule,56,165.5,3.36,0.034,0.064,0.52,0,341,0,0.72,0.46,0,0,0,62.0,0.31,1
CASE00258,Gutierrez-Lopez,travel_hospitality,account_takeover,1318,103.9,1.54,0.06,0.022,0.92,1,3,2,0.69,0.19,0,0,0,575.0,1.05,0
CASE00259,Dean-Jimenez,education,organic_growth,400,218.7,1.06,0.0,0.006,0.93,0,768,0,0.33,0.02,0,0,0,418.0,1.01,0
CASE00260,Wolf-Harris,saas_subscription,account_takeover,57,126.7,1.61,0.029,0.0241,0.84,1,2,1,0.69,0.43,0,0,0,1306.0,0.86,0
CASE00261,"Anderson, Roberts and Gilmore",travel_hospitality,card_testing_mule,24,136.8,5.69,0.038,0.0409,0.44,0,312,1,0.68,0.39,0,2,1,183.0,0.46,1
CASE00262,Martinez-Dudley,fashion_apparel,festive_spike,1505,213.4,5.97,0.06,0.0079,0.87,0,353,0,0.48,0.07,1,0,0,591.0,0.97,1
CASE00263,"Lloyd, Mckinney and Collins",home_decor,festive_spike,287,80.4,5.44,0.074,0.0077,0.94,0,381,1,0.37,0.02,1,0,0,1630.0,1.15,0
CASE00264,Tran Inc,beauty_cosmetics,festive_spike,1390,190.1,4.62,0.071,0.0079,1.0,0,602,0,0.16,0.07,1,0,0,626.0,0.98,0
CASE00265,Gay Inc,grocery,card_testing_mule,20,201.6,3.01,0.078,0.0712,0.74,0,876,1,0.96,0.36,0,0,1,198.0,0.46,1
CASE00266,Valentine-Holland,grocery,festive_spike,958,122.0,2.54,0.098,0.005,0.9,0,796,0,0.33,0.06,1,0,0,791.0,0.93,0
CASE00267,Jimenez Ltd,education,account_takeover,711,45.9,1.53,0.043,0.024,1.0,1,0,4,0.65,0.32,0,0,0,451.0,1.0,0
CASE00268,Hicks-Hill,education,account_takeover,295,117.4,2.63,0.001,0.0147,0.97,1,2,1,0.7,0.26,0,1,0,1103.0,1.02,0
CASE00269,Baird-Sanchez,saas_subscription,bank_account_update,565,183.9,1.41,0.061,0.0074,0.76,1,2,0,0.34,0.14,0,0,0,684.0,0.97,0
CASE00270,"Thomas, Lee and Greene",saas_subscription,festive_spike,322,159.0,3.96,0.092,0.0033,0.95,0,638,1,0.2,0.08,1,0,0,697.0,0.99,1
CASE00271,"Suarez, Shields and Hill",electronics,bank_account_update,300,92.9,1.22,0.052,0.0097,0.74,1,0,0,0.23,0.14,0,0,0,341.0,0.95,0
CASE00272,Morgan-French,travel_hospitality,account_takeover,471,111.5,2.56,0.057,0.0283,0.85,1,1,2,0.54,0.53,0,0,0,556.0,0.95,0
CASE00273,Hoover-Campbell,grocery,bank_account_update,300,55.1,0.96,0.041,0.0117,0.87,1,7,0,0.41,0.05,0,0,0,364.0,1.14,0
CASE00274,Monroe-Carpenter,saas_subscription,organic_growth,535,92.8,1.15,0.042,0.0032,0.92,0,568,1,0.36,0.07,0,0,0,382.0,0.94,0
CASE00275,"Burns, Hernandez and Ryan",saas_subscription,card_testing_mule,45,145.4,7.91,0.032,0.1248,0.5,0,633,1,0.64,0.12,0,0,1,165.0,0.59,1
CASE00276,Cook-Hines,saas_subscription,festive_spike,633,37.0,3.74,0.081,0.0,0.9,0,429,0,0.48,0.07,1,1,0,1049.0,0.95,0
CASE00277,Gibson-Morris,handicrafts_d2c,account_takeover,1264,216.9,2.17,0.04,0.0162,0.87,1,4,2,0.71,0.08,0,0,0,487.0,0.9,1
CASE00278,Pollard and Sons,beauty_cosmetics,card_testing_mule,52,175.1,6.62,0.033,0.0848,0.6,0,771,1,0.82,0.28,0,1,0,169.0,0.59,1
CASE00279,"Reyes, Chase and Jenkins",saas_subscription,festive_spike,595,47.5,4.23,0.106,0.0085,1.0,0,650,0,0.26,0.05,1,0,0,781.0,1.18,0
CASE00280,Garner-Thornton,food_delivery,account_takeover,872,114.3,2.44,0.071,0.0538,0.9,1,0,2,0.63,0.4,0,0,0,542.0,0.85,1
CASE00281,Hughes-Alvarado,grocery,bank_account_update,856,156.7,0.99,0.031,0.0094,0.88,1,0,0,0.33,0.06,0,0,0,370.0,1.02,0
CASE00282,"Pollard, Simpson and Johnson",handicrafts_d2c,account_takeover,1724,136.4,1.53,0.0,0.0201,0.87,1,2,3,0.87,0.34,0,0,0,960.0,1.0,0
CASE00283,"Sanford, Rivera and Garcia",grocery,card_testing_mule,52,101.9,7.38,0.04,0.0217,0.77,0,200,0,0.71,0.34,0,1,0,154.0,0.59,1
CASE00284,Garcia-Lozano,saas_subscription,card_testing_mule,51,120.1,7.71,0.006,0.0678,0.41,0,484,0,0.77,0.22,0,1,0,56.0,0.67,1
CASE00285,Bowen Group,travel_hospitality,card_testing_mule,35,58.4,4.34,0.041,0.0356,0.38,0,326,0,0.91,0.32,0,0,1,52.0,0.46,1
CASE00286,"Booker, Jones and Harrington",electronics,organic_growth,455,206.5,1.35,0.025,0.0058,0.98,0,467,0,0.1,0.05,0,0,0,855.0,1.12,0
CASE00287,Morgan-Schwartz,saas_subscription,card_testing_mule,9,107.7,7.19,0.033,0.0299,0.55,0,295,0,0.81,0.49,0,3,0,396.0,0.7,1
CASE00288,"Miller, Murphy and Craig",travel_hospitality,festive_spike,288,54.7,4.77,0.059,0.008,0.92,0,702,0,0.33,0.07,1,0,0,1078.0,1.11,0
CASE00289,"James, Stewart and Higgins",beauty_cosmetics,card_testing_mule,56,162.4,7.76,0.008,0.088,0.61,0,427,0,0.93,0.25,0,2,0,189.0,0.52,1
CASE00290,Brennan-Johnson,saas_subscription,festive_spike,442,92.4,4.81,0.112,0.0017,0.93,0,700,0,0.42,0.0,1,0,0,630.0,1.01,1
CASE00291,Young Ltd,education,card_testing_mule,34,174.1,7.93,0.092,0.054,0.61,0,638,0,0.81,0.44,0,2,1,172.0,0.57,1
CASE00292,Bright-Francis,fashion_apparel,account_takeover,850,172.5,2.76,0.038,0.0222,0.85,1,3,3,0.66,0.4,0,0,0,932.0,1.12,0
CASE00293,Good-Hodges,handicrafts_d2c,account_takeover,173,190.0,2.26,0.01,0.0169,0.92,1,4,0,0.63,0.24,0,0,0,142.0,1.04,1
CASE00294,"Brennan, Wallace and Benson",electronics,bank_account_update,313,73.8,1.01,0.106,0.0067,0.93,1,4,0,0.39,0.07,0,1,0,1027.0,1.1,0
CASE00295,Williams Inc,beauty_cosmetics,account_takeover,503,44.9,1.47,0.044,0.0343,0.93,1,0,2,0.61,0.57,0,0,0,1516.0,0.99,0
CASE00296,Howard-Jordan,saas_subscription,organic_growth,503,156.2,1.23,0.054,0.0045,0.98,0,839,1,0.2,0.05,0,1,0,725.0,0.9,0
CASE00297,Schmidt PLC,food_delivery,card_testing_mule,20,78.4,4.27,0.034,0.0812,0.45,0,209,0,0.79,0.17,0,0,0,164.0,0.36,1
CASE00298,"Sparks, Jackson and Miller",electronics,festive_spike,552,220.0,4.6,0.075,0.0038,0.87,0,338,0,0.07,0.02,1,0,0,275.0,1.04,0
CASE00299,Harvey-Allen,beauty_cosmetics,festive_spike,450,220.5,3.34,0.104,0.0008,0.95,0,773,0,0.26,0.11,1,0,0,584.0,1.06,0
CASE00300,"Thomas, Murray and King",beauty_cosmetics,organic_growth,400,104.8,1.26,0.063,0.0013,1.0,0,866,0,0.14,0.11,0,0,0,1416.0,0.94,0
CASE00301,Estrada-Nolan,travel_hospitality,organic_growth,510,105.3,1.12,0.041,0.0063,0.92,0,753,0,0.3,0.06,0,0,0,74.0,0.93,0
CASE00302,Santana-Byrd,fashion_apparel,festive_spike,180,63.8,4.29,0.165,0.0005,0.9,0,635,0,0.44,0.11,1,0,0,385.0,1.11,1
CASE00303,Jones LLC,beauty_cosmetics,festive_spike,1239,90.9,5.87,0.087,0.0077,0.81,0,468,0,0.11,0.14,1,0,0,1013.0,1.06,0
CASE00304,"Evans, Hayden and Vaughn",education,card_testing_mule,24,160.3,7.2,0.032,0.0246,0.56,0,205,1,0.65,0.1,0,1,0,162.0,0.37,1
CASE00305,Bruce-Gonzalez,electronics,card_testing_mule,12,35.9,7.99,0.015,0.0083,0.51,0,212,0,1.0,0.29,0,2,1,47.0,0.34,1
CASE00306,Castaneda-Rodriguez,fashion_apparel,organic_growth,400,74.9,1.08,0.015,0.0059,1.0,0,425,1,0.16,0.1,0,0,0,733.0,1.1,0
CASE00307,Armstrong-Andrews,handicrafts_d2c,account_takeover,870,75.3,3.11,0.023,0.0301,0.94,1,2,0,0.79,0.13,0,0,0,1253.0,1.0,0
CASE00308,"Phillips, Spence and Barrett",home_decor,bank_account_update,368,72.1,1.14,0.049,0.0034,0.69,1,9,0,0.34,0.05,0,0,0,1290.0,1.06,0
CASE00309,Smith-Grimes,fashion_apparel,organic_growth,400,140.3,1.24,0.059,0.0019,0.86,0,874,3,0.45,0.07,0,0,0,595.0,0.82,0
CASE00310,"Beltran, Lozano and Mcgee",saas_subscription,bank_account_update,300,73.6,1.19,0.016,0.0062,0.92,1,6,0,0.38,0.07,0,0,0,199.0,0.74,1
CASE00311,Parsons-Hall,food_delivery,festive_spike,639,101.0,4.03,0.048,0.0112,1.0,0,479,1,0.17,0.07,1,0,0,642.0,0.96,0
CASE00312,Robinson-Lee,fashion_apparel,account_takeover,512,128.0,2.93,0.055,0.0333,0.88,1,4,0,0.59,0.39,0,0,0,477.0,0.96,1
CASE00313,Byrd-Le,home_decor,card_testing_mule,61,113.9,3.61,0.067,0.026,0.6,0,683,0,0.73,0.31,0,3,1,283.0,0.52,1
CASE00314,"Becker, Taylor and Davis",food_delivery,festive_spike,707,50.1,5.81,0.082,0.0047,0.91,0,336,1,0.23,0.15,1,0,0,698.0,1.14,0
CASE00315,"Lucas, Parker and Alexander",grocery,bank_account_update,300,101.8,0.83,0.003,0.0035,0.81,1,1,0,0.48,0.11,0,0,0,896.0,0.96,0
CASE00316,"Diaz, Anderson and Browning",beauty_cosmetics,bank_account_update,373,5.0,0.93,0.04,0.0047,0.84,1,5,0,0.26,0.08,0,0,0,484.0,1.09,0
CASE00317,Burgess-Thompson,food_delivery,festive_spike,488,182.2,4.4,0.044,0.0,0.93,0,328,0,0.23,0.07,1,0,0,752.0,0.81,0
CASE00318,Buchanan LLC,food_delivery,card_testing_mule,46,51.7,5.71,0.056,0.0959,0.84,0,353,0,0.67,0.25,0,2,0,75.0,0.4,1
CASE00319,"Shaw, Nelson and Martin",education,bank_account_update,300,153.0,1.32,0.034,0.0115,0.85,1,1,0,0.27,0.07,0,0,0,412.0,1.15,0
CASE00320,Coffey-Phillips,travel_hospitality,organic_growth,575,106.4,1.12,0.052,0.0034,0.97,0,317,0,0.43,0.09,0,0,0,795.0,1.03,0
CASE00321,Brock-Mcdonald,fashion_apparel,card_testing_mule,59,148.7,2.98,0.039,0.0593,0.57,0,299,0,0.82,0.35,0,4,1,83.0,0.49,0
CASE00322,Taylor and Sons,saas_subscription,card_testing_mule,40,190.3,7.44,0.028,0.0357,0.71,0,804,0,0.84,0.21,0,3,0,190.0,0.57,1
CASE00323,"Ramsey, Whitney and Coffey",education,bank_account_update,468,56.3,1.35,0.053,0.0042,0.9,1,5,0,0.51,0.09,0,0,0,1277.0,0.88,0
CASE00324,"Diaz, Gibbs and Smith",fashion_apparel,organic_growth,788,154.6,1.13,0.01,0.0008,0.99,0,346,0,0.13,0.06,0,0,0,869.0,1.0,0
CASE00325,"Martinez, Richardson and Curry",home_decor,bank_account_update,300,110.1,0.98,0.057,0.0048,0.95,1,4,0,0.24,0.08,0,1,0,1007.0,0.92,0
CASE00326,Richards-Carson,education,card_testing_mule,60,157.3,2.93,0.03,0.0227,0.42,0,523,0,0.87,0.39,0,2,0,133.0,0.37,0
